reference_dossier;age;taux_presence_pct;heures_lms_total;retards_rendus;nb_devoirs_total;nb_devoirs_rendus;messages_forum;nb_ue_total;motivation;satisfaction;sentiment_appartenance;mention_bac;filiere;bac_type
COH2027-3712;20;65,3 %;26,7;7;11;10;3;5;2;2;3;Passable;Lettres;Technologique
COH2027-3713;19;78,0 %;28,6;3;8;8;7;6;4;4;1;Passable;Informatique;Général
COH2027-3714;18;50,3 %;14,2;5;11;8;2;6;1;2;1;Très bien;Mathématiques;Général
COH2027-3715;18;52,2 %;16,2;6;10;8;3;5;2;1;2;Très bien;Lettres;Général
COH2027-3716;21;62,8 %;20,8;3;12;12;5;6;4;1;2;Assez bien;Gestion;Général
COH2027-3717;19;48,5 %;5,0;6;8;6;0;5;1;;1;Bien;Informatique;Général
COH2027-3718;20;59,5 %;7,5;6;8;6;1;6;1;2;1;Passable;Gestion;Technologique
COH2027-3719;20;59,8 %;23,2;5;12;11;8;5;2;4;1;Assez bien;Droit;Général
COH2027-3720;22;41,5 %;4,8;6;9;6;1;6;1;4;1;Bien;Informatique;Général
COH2027-3721;20;54,3 %;17,9;6;12;8;1;7;2;1;4;Passable;Informatique;Général
COH2027-3722;20;59,1 %;23,6;6;11;11;4;6;3;3;3;Assez bien;Informatique;Général
COH2027-3723;19;61,0 %;20,9;7;10;10;3;6;2;3;3;;Gestion;Professionnel
COH2027-3724;19;61,0 %;46,9;5;13;13;7;5;3;3;3;Passable;Informatique;Général
COH2027-3725;26;50,1 %;13,0;5;13;12;3;5;1;2;1;Très bien;Biologie;Professionnel
COH2027-3726;18;56,6 %;22,4;8;11;10;3;6;3;3;3;Bien;Biologie;Technologique
COH2027-3727;22;62,8 %;26,4;7;10;8;2;5;3;3;1;Assez bien;Mathématiques;Professionnel
COH2027-3728;22;79,6 %;34,4;4;11;10;3;6;4;4;3;Bien;Informatique;Général
COH2027-3729;20;46,5 %;3,5;7;12;8;2;6;2;1;3;Très bien;Informatique;Technologique
COH2027-3730;18;69,2 %;20,2;8;12;11;2;6;2;2;3;Assez bien;Psychologie;Professionnel
COH2027-3731;23;45,1 %;14,1;8;10;8;1;6;1;1;2;Passable;Informatique;Technologique
COH2027-3732;21;52,1 %;34,0;8;10;9;1;6;3;1;1;Passable;Biologie;Technologique
COH2027-3733;20;58,2 %;13,1;6;13;9;2;7;3;3;2;Très bien;Biologie;Général
COH2027-3734;21;75,4 %;30,6;7;10;9;4;6;2;2;3;Passable;Biologie;Général
COH2027-3735;19;66,1 %;21,9;7;9;9;6;5;3;2;2;Passable;Droit;Général
COH2027-3736;17;71,5 %;37,4;5;12;9;5;6;4;4;2;Très bien;Informatique;Professionnel
COH2027-3737;21;79,6 %;38,1;4;9;9;4;5;3;3;3;Assez bien;Informatique;Général
COH2027-3738;22;64,4 %;23,6;4;13;10;3;6;2;1;2;Assez bien;Informatique;Technologique
COH2027-3739;19;68,4 %;19,8;6;9;9;7;5;4;3;2;Bien;STAPS;Technologique
COH2027-3740;18;70,1 %;7,7;4;11;9;6;6;1;1;4;Bien;Mathématiques;Général
COH2027-3741;17;71,5 %;36,0;5;8;7;7;5;3;2;1;Assez bien;STAPS;Général
COH2027-3742;18;68,7 %;32,3;9;13;10;3;7;2;3;3;Assez bien;Informatique;Technologique
COH2027-3743;21;62,9 %;13,0;6;11;8;2;6;1;2;1;Passable;Informatique;Général
COH2027-3744;19;68,2 %;36,8;3;13;10;3;7;3;1;2;Passable;Informatique;Général
COH2027-3745;19;50,5 %;7,0;8;11;8;0;6;1;3;3;Assez bien;Mathématiques;Général
COH2027-3746;19;57,0 %;11,3;7;11;7;3;6;3;2;1;Assez bien;Informatique;Général
COH2027-3747;22;38,3 %;3,9;8;10;8;0;7;1;1;1;Passable;Lettres;Technologique
COH2027-3748;22;62,6 %;11,1;5;9;5;2;5;;2;1;Bien;Informatique;Technologique
COH2027-3749;19;57,8 %;21,4;9;12;9;2;6;2;;3;;Informatique;Technologique
COH2027-3750;25;60,9 %;22,2;5;8;5;4;5;1;3;1;Passable;Biologie;Général
COH2027-3751;18;54,1 %;8,8;7;9;7;1;6;1;4;1;Assez bien;Psychologie;Technologique
COH2027-3752;20;64,3 %;53,9;4;11;11;8;6;4;2;1;Passable;Droit;Général
COH2027-3753;22;45,7 %;8,7;9;12;9;0;5;2;1;1;Passable;Biologie;Général
COH2027-3754;24;48,9 %;12,5;6;8;6;2;5;2;2;2;Assez bien;Informatique;Général
COH2027-3755;19;67,5 %;24,6;3;10;10;7;6;3;2;4;Très bien;Lettres;Général
COH2027-3756;23;43,7 %;7,9;9;11;9;0;5;2;2;1;Très bien;Informatique;Général
COH2027-3757;24;67,2 %;25,1;6;13;13;2;6;4;3;2;Assez bien;Informatique;Général
COH2027-3758;22;73,3 %;43,5;4;8;8;7;5;4;3;2;Passable;Biologie;Professionnel
COH2027-3759;19;57,6 %;46,3;7;9;7;3;7;3;3;1;Bien;Psychologie;Technologique
COH2027-3760;20;69,1 %;48,1;5;8;7;4;6;1;3;3;Bien;Informatique;Général
COH2027-3761;19;58,1 %;24,8;7;11;9;1;6;3;3;2;Très bien;Droit;Général
COH2027-3762;22;47,9 %;28,4;6;12;11;3;5;3;1;2;Assez bien;Droit;Général
COH2027-3763;23;38,5 %;3,2;6;10;8;1;7;2;2;2;Bien;Droit;Technologique
COH2027-3764;19;52,7 %;32,9;3;8;7;7;5;3;3;3;Passable;Informatique;Général
COH2027-3765;23;56,0 %;27,5;5;11;8;0;5;1;3;2;Assez bien;Informatique;Général
COH2027-3766;22;50,5 %;18,9;7;11;9;3;6;2;2;2;Assez bien;Informatique;Général
COH2027-3767;20;49,7 %;12,8;8;11;10;4;5;2;2;;Assez bien;Droit;Général
COH2027-3768;19;31,0 %;10,2;6;11;6;1;5;1;1;;Passable;Informatique;Technologique
COH2027-3769;21;48,2 %;33,1;4;9;8;5;6;3;2;3;Passable;STAPS;Général
COH2027-3770;20;57,7 %;22,0;8;9;8;3;6;3;2;2;Passable;Informatique;Général
COH2027-3771;17;65,4 %;9,7;6;13;11;6;6;3;2;2;Très bien;Informatique;Général
COH2027-3772;20;58,5 %;28,2;5;8;8;4;6;1;4;2;Passable;Informatique;Général
COH2027-3773;18;59,5 %;9,3;7;13;11;2;6;;3;2;Bien;STAPS;Technologique
COH2027-3774;19;42,1 %;5,2;6;10;6;0;7;1;;2;Assez bien;Informatique;Général
COH2027-3775;18;78,2 %;43,5;5;8;8;6;7;;4;4;Passable;Informatique;Technologique
COH2027-3776;21;67,0 %;6,5;7;11;9;1;5;2;2;1;Passable;Psychologie;Général
COH2027-3777;19;65,4 %;14,8;6;8;6;0;6;3;1;1;Passable;Gestion;Général
COH2027-3778;21;56,4 %;39,0;6;10;9;8;5;3;1;3;Passable;Gestion;Général
COH2027-3779;19;51,7 %;33,0;7;13;12;1;5;1;3;1;Passable;Informatique;Général
COH2027-3780;21;79,8 %;45,3;3;10;9;12;6;4;1;4;Passable;Informatique;Général
COH2027-3781;18;71,5 %;16,4;4;8;8;6;5;2;2;2;;STAPS;Général
COH2027-3782;18;42,8 %;18,2;6;10;8;6;6;3;4;3;Assez bien;Informatique;Général
COH2027-3783;17;55,6 %;26,9;6;11;10;2;6;1;2;2;Passable;Informatique;Général
COH2027-3784;21;62,7 %;32,0;6;12;10;4;6;4;1;2;Passable;Informatique;Technologique
COH2027-3785;20;69,6 %;8,0;6;9;8;3;5;4;2;3;Assez bien;Biologie;Technologique
COH2027-3786;19;63,1 %;33,2;5;8;7;3;7;3;2;2;Passable;Informatique;Général
COH2027-3787;19;55,1 %;8,7;5;10;7;3;6;1;3;1;Assez bien;Psychologie;Général
COH2027-3788;18;43,3 %;11,3;8;10;8;3;7;1;3;1;Assez bien;Informatique;Professionnel
COH2027-3789;18;49,7 %;21,1;5;9;8;5;6;2;3;3;Bien;Informatique;Général
COH2027-3790;18;43,9 %;1,1;5;10;5;0;6;;1;3;Passable;Biologie;Technologique
COH2027-3791;18;76,3 %;28,6;6;12;11;5;6;4;2;;Passable;Informatique;Général
COH2027-3792;18;76,4 %;36,0;3;10;10;9;6;4;3;4;Assez bien;Mathématiques;Technologique
COH2027-3793;17;56,7 %;36,0;5;10;8;5;7;4;4;3;Passable;Informatique;Professionnel
COH2027-3794;20;57,5 %;18,9;6;8;6;3;6;3;;4;Assez bien;Psychologie;Général
COH2027-3795;24;75,7 %;21,8;5;11;11;6;7;3;3;3;Assez bien;Biologie;Technologique
COH2027-3796;19;44,8 %;2,8;9;12;9;3;6;4;1;3;Très bien;Gestion;Général
COH2027-3797;19;39,1 %;2,0;7;10;7;0;5;1;3;;Bien;STAPS;Général
COH2027-3798;21;57,8 %;22,2;7;13;11;3;5;;;1;Passable;Informatique;Technologique
COH2027-3799;17;50,8 %;14,6;7;11;8;4;6;;1;2;Assez bien;Informatique;Général
COH2027-3800;18;56,4 %;20,7;7;13;8;1;6;2;;2;Passable;Droit;Général
COH2027-3801;19;47,7 %;14,2;3;13;9;2;5;1;1;3;Passable;Informatique;Général
COH2027-3802;18;59,9 %;19,2;7;10;9;1;5;3;3;3;Bien;Informatique;Général
COH2027-3803;20;40,7 %;16,1;7;13;7;0;6;1;1;3;Passable;Mathématiques;Général
COH2027-3804;19;49,8 %;12,2;5;8;8;3;6;3;1;3;Bien;Mathématiques;Général
COH2027-3805;19;66,6 %;15,3;7;13;10;6;5;4;4;;Passable;Gestion;Technologique
COH2027-3806;19;57,8 %;24,4;6;8;7;9;5;4;3;2;Assez bien;Informatique;Général
COH2027-3807;19;78,3 %;18,9;7;13;10;2;5;1;3;1;Assez bien;Biologie;Général
COH2027-3808;18;73,6 %;20,0;5;11;8;3;5;2;4;2;Bien;Informatique;Professionnel
COH2027-3809;18;78,8 %;38,5;5;11;11;8;6;2;3;4;Passable;Mathématiques;Général
COH2027-3810;18;76,3 %;27,6;5;9;8;7;6;2;2;1;Passable;Psychologie;Professionnel
COH2027-3811;18;51,7 %;4,8;7;11;7;2;5;3;2;3;Passable;Informatique;Général
COH2027-3812;18;52,6 %;5,2;8;13;8;0;6;1;3;3;Passable;Droit;Technologique
COH2027-3813;19;75,8 %;22,4;6;11;8;4;5;1;2;3;;Informatique;Général
COH2027-3814;18;66,1 %;12,0;4;9;7;3;5;3;1;2;Bien;Biologie;Technologique
COH2027-3815;20;79,3 %;48,3;4;9;9;6;7;4;3;4;Bien;STAPS;Technologique
COH2027-3816;20;58,2 %;15,3;9;10;9;7;6;2;2;3;Assez bien;Informatique;Professionnel
COH2027-3817;18;65,7 %;15,2;4;8;7;1;6;2;1;1;Bien;Biologie;Général
COH2027-3818;20;63,5 %;48,4;5;13;13;4;5;3;3;1;Assez bien;Informatique;Général
COH2027-3819;21;46,7 %;17,9;7;12;8;3;5;2;1;1;Bien;Biologie;Technologique
COH2027-3820;17;39,7 %;24,4;4;9;6;3;7;3;3;2;Passable;STAPS;Général
COH2027-3821;18;47,5 %;30,1;7;9;7;1;6;1;1;1;Assez bien;Informatique;Professionnel
COH2027-3822;20;44,2 %;12,9;6;12;8;0;7;3;1;1;Bien;Informatique;Général
COH2027-3823;18;38,8 %;10,2;5;9;6;1;7;1;1;1;Assez bien;Biologie;Technologique
COH2027-3824;17;74,5 %;23,1;3;13;11;3;5;4;2;2;Passable;Informatique;Technologique
COH2027-3825;21;72,3 %;31,9;5;12;11;4;5;4;1;2;Assez bien;Psychologie;Général
COH2027-3826;19;56,3 %;5,5;6;9;8;2;5;2;3;1;Assez bien;Biologie;Général
COH2027-3827;17;55,8 %;27,0;7;10;7;1;6;2;3;1;Assez bien;Informatique;Général
COH2027-3828;20;51,1 %;30,1;9;9;9;2;5;3;1;1;Passable;STAPS;Technologique
COH2027-3829;19;60,3 %;16,1;6;8;6;2;6;3;3;1;Très bien;STAPS;Général
COH2027-3830;20;39,2 %;5,5;6;10;6;0;5;1;;1;Bien;Gestion;Général
COH2027-3831;21;41,4 %;1,9;6;10;6;0;5;2;1;1;Très bien;Psychologie;Général
COH2027-3832;20;55,1 %;20,1;11;13;11;7;6;4;2;2;Passable;Informatique;Général
COH2027-3833;18;77,2 %;27,6;4;13;13;5;5;4;2;1;Bien;Informatique;Technologique
COH2027-3834;19;60,5 %;21,8;6;9;6;2;6;2;1;2;Assez bien;Mathématiques;Général
COH2027-3835;19;61,1 %;21,4;5;8;7;5;6;4;3;4;Assez bien;Informatique;Général
COH2027-3836;17;45,4 %;36,8;6;8;7;5;5;1;3;2;Passable;Droit;Général
COH2027-3837;19;69,5 %;33,5;4;8;8;5;6;4;3;3;Passable;Gestion;Général
COH2027-3838;19;47,5 %;3,4;6;8;6;1;7;;1;3;;Psychologie;Professionnel
COH2027-3839;21;46,4 %;10,8;6;10;7;2;5;1;2;1;Bien;Mathématiques;Technologique
COH2027-3840;20;79,1 %;45,9;5;12;12;10;6;4;4;3;Passable;STAPS;Professionnel
COH2027-3841;18;55,5 %;28,4;8;8;8;2;7;3;1;1;Bien;Informatique;Technologique
COH2027-3842;25;66,7 %;21,5;7;8;8;1;5;1;3;3;Passable;Droit;Général
COH2027-3843;17;64,8 %;14,9;8;13;11;3;5;1;2;2;Très bien;Informatique;Technologique
COH2027-3844;21;58,0 %;10,2;5;9;8;3;6;1;4;2;Assez bien;STAPS;Technologique
COH2027-3845;22;79,9 %;36,7;5;8;6;9;7;3;3;3;Bien;Biologie;Général
COH2027-3846;23;46,8 %;10,3;9;13;9;3;5;3;2;1;Bien;Psychologie;Général
COH2027-3847;23;74,1 %;43,0;5;10;10;6;5;4;2;2;Assez bien;Informatique;Général
COH2027-3848;18;56,8 %;41,6;8;12;8;2;5;1;3;4;Assez bien;Gestion;Professionnel
COH2027-3849;20;53,8 %;30,3;5;11;9;5;6;4;3;3;Assez bien;Informatique;Général
COH2027-3850;18;62,3 %;30,1;5;9;8;3;6;3;2;1;Passable;Informatique;Général
COH2027-3851;20;63,6 %;29,2;4;13;13;3;6;4;3;2;Bien;Gestion;Technologique
COH2027-3852;19;71,0 %;38,4;3;13;13;6;6;4;4;4;Bien;Lettres;Technologique
COH2027-3853;24;53,2 %;37,1;7;9;7;1;6;1;3;1;Passable;Informatique;Technologique
COH2027-3854;20;57,0 %;21,6;9;13;9;2;5;3;1;;Assez bien;Gestion;Général
COH2027-3855;20;63,3 %;20,4;7;10;10;5;6;3;3;1;Passable;Biologie;Général
COH2027-3856;20;72,5 %;20,2;9;11;9;4;6;1;1;1;Passable;Informatique;Technologique
COH2027-3857;21;48,9 %;12,4;9;12;9;0;7;1;2;1;Assez bien;STAPS;Général
COH2027-3858;17;55,8 %;27,0;7;10;7;1;6;2;3;1;Assez bien;Gestion;Général
COH2027-3859;17;39,2 %;14,7;8;13;8;1;6;1;;1;Bien;Informatique;Général
COH2027-3860;20;44,5 %;15,2;9;12;10;1;5;2;1;1;Bien;STAPS;Technologique
COH2027-3861;19;76,9 %;36,8;6;11;11;6;5;;3;2;Assez bien;Psychologie;Général
COH2027-3862;19;67,8 %;33,2;3;8;8;7;5;4;4;2;Très bien;Mathématiques;Technologique
COH2027-3863;17;59,9 %;37,0;5;8;7;9;5;2;3;3;Bien;Psychologie;Général
COH2027-3864;19;48,6 %;25,9;6;11;9;6;7;2;;3;Assez bien;Informatique;Technologique
COH2027-3865;19;65,0 %;35,6;6;8;6;4;6;3;;2;Assez bien;Droit;Général
COH2027-3866;22;55,2 %;35,0;8;8;8;7;7;2;3;4;Passable;Informatique;Professionnel
COH2027-3867;18;56,7 %;6,2;5;11;10;1;6;1;2;2;Assez bien;Informatique;Technologique
COH2027-3868;17;68,5 %;44,5;5;10;9;5;5;3;3;4;Bien;Droit;Général
COH2027-3869;19;54,0 %;11,7;8;11;9;2;6;3;1;;Passable;Informatique;Professionnel
COH2027-3870;18;60,5 %;26,2;5;12;9;0;6;2;2;2;Bien;Informatique;Technologique
COH2027-3871;20;57,5 %;26,1;8;11;10;0;5;4;2;2;Passable;Informatique;Technologique
COH2027-3872;18;38,2 %;19,7;6;8;6;3;6;1;1;1;Passable;Psychologie;Général
COH2027-3873;19;70,5 %;13,7;5;13;10;3;7;2;3;1;Bien;Informatique;Technologique
COH2027-3874;19;56,8 %;35,9;6;13;13;4;7;4;3;4;Assez bien;Informatique;Général
COH2027-3875;21;79,0 %;29,4;6;13;9;8;6;3;4;2;Passable;Informatique;Professionnel
COH2027-3876;20;48,2 %;16,6;8;11;8;3;5;2;1;2;Très bien;Psychologie;Professionnel
COH2027-3877;18;56,3 %;28,3;7;10;10;2;6;3;4;1;Assez bien;Psychologie;Général
COH2027-3878;18;59,2 %;5,8;6;9;6;2;5;1;2;1;Passable;Informatique;Technologique
COH2027-3879;19;78,0 %;54,0;6;9;9;6;6;4;4;1;Passable;Informatique;Technologique
COH2027-3880;22;58,5 %;8,6;6;9;9;6;6;1;2;1;Assez bien;Informatique;Technologique
COH2027-3881;20;51,8 %;27,6;7;11;8;1;6;1;2;1;Passable;Informatique;Général
COH2027-3882;19;59,5 %;11,8;4;11;9;3;6;2;;2;Passable;Mathématiques;Général
COH2027-3883;21;55,2 %;26,1;4;8;8;4;7;2;2;3;Assez bien;Informatique;Général
COH2027-3884;18;65,0 %;41,3;5;10;8;9;7;4;4;1;Passable;STAPS;Général
COH2027-3885;21;61,1 %;26,7;7;9;7;2;6;2;1;3;Passable;Informatique;Technologique
COH2027-3886;17;78,2 %;24,3;6;9;8;3;7;4;2;2;Assez bien;Informatique;Général
COH2027-3887;17;60,9 %;22,6;3;12;11;0;6;3;3;2;Bien;Mathématiques;Général
COH2027-3888;19;56,5 %;17,9;8;13;8;3;6;2;2;1;Assez bien;Informatique;Général
COH2027-3889;19;31,9 %;4,7;7;13;8;0;6;1;1;4;Passable;Droit;Technologique
COH2027-3890;18;60,6 %;12,6;8;11;8;0;6;2;1;1;Passable;Informatique;Général
COH2027-3891;21;52,3 %;27,2;7;9;7;4;6;1;2;2;Assez bien;Biologie;Professionnel
COH2027-3892;22;47,7 %;15,8;6;12;9;1;6;4;2;3;Assez bien;Droit;Technologique
COH2027-3893;22;49,9 %;20,2;11;12;11;0;6;2;1;2;Bien;Informatique;Général
COH2027-3894;19;51,5 %;2,2;7;13;7;1;6;1;2;1;Assez bien;Biologie;Professionnel
COH2027-3895;22;56,4 %;13,7;4;8;6;4;5;2;1;3;Assez bien;Gestion;Général
COH2027-3896;18;66,9 %;27,1;6;12;10;3;6;3;3;1;Passable;Informatique;Général
COH2027-3897;19;48,3 %;1,4;5;9;5;1;6;1;1;2;Passable;Informatique;Général
COH2027-3898;21;57,2 %;20,9;8;11;8;0;7;2;2;1;Passable;Informatique;Professionnel
COH2027-3899;18;59,6 %;30,9;10;13;10;2;6;2;3;;Très bien;Psychologie;Général
COH2027-3900;20;45,3 %;7,8;8;12;8;0;7;1;1;1;;Informatique;Technologique
COH2027-3901;19;58,9 %;37,4;5;9;7;3;7;1;3;2;Bien;Droit;Général
COH2027-3902;23;69,6 %;34,0;3;13;12;2;7;4;4;4;Passable;Droit;Général
COH2027-3903;21;74,7 %;44,0;4;13;12;9;5;4;4;4;Assez bien;Informatique;Général
COH2027-3904;20;71,2 %;48,0;3;10;10;6;6;4;4;4;Bien;Psychologie;Général
COH2027-3905;18;57,6 %;20,9;4;13;12;2;7;3;;3;Assez bien;Informatique;Général
COH2027-3906;23;47,1 %;0,1;9;11;9;1;5;1;3;1;Passable;Psychologie;Technologique
COH2027-3907;19;58,6 %;5,5;7;10;7;0;7;2;;;Bien;Mathématiques;Général
COH2027-3908;18;39,3 %;10,4;4;10;7;2;7;1;;1;Assez bien;Informatique;Général
COH2027-3909;19;63,0 %;28,4;4;9;9;1;6;3;4;2;Assez bien;Informatique;Général
COH2027-3910;20;51,9 %;29,9;8;9;8;6;6;4;;1;Assez bien;Informatique;Général
COH2027-3911;23;54,9 %;6,8;7;12;9;0;6;2;1;2;Passable;Informatique;Technologique
COH2027-3912;18;47,8 %;23,1;7;12;7;0;6;2;2;1;Passable;Informatique;Général
COH2027-3913;20;47,9 %;37,6;6;10;6;1;6;2;1;1;Bien;Gestion;Général
COH2027-3914;19;61,2 %;7,0;9;12;9;1;6;1;2;1;Assez bien;Psychologie;Général
COH2027-3915;21;47,8 %;19,4;7;9;7;3;5;2;2;;Très bien;Informatique;Technologique
COH2027-3916;19;60,5 %;9,2;8;9;8;2;7;2;2;2;Bien;Gestion;Général
COH2027-3917;18;66,7 %;1,1;7;12;7;1;5;2;4;2;Bien;Informatique;Général
COH2027-3918;22;38,3 %;3,9;8;10;8;0;7;1;1;1;Passable;Informatique;Technologique
COH2027-3919;19;68,0 %;9,8;7;12;10;4;5;3;1;1;Passable;Gestion;Technologique
COH2027-3920;18;77,7 %;47,8;5;8;8;10;6;4;4;1;Bien;Mathématiques;Général
COH2027-3921;20;77,9 %;25,8;7;8;7;5;6;3;3;2;Passable;Lettres;Technologique
COH2027-3922;22;37,8 %;13,3;5;8;5;1;6;2;2;1;Passable;Informatique;Technologique
COH2027-3923;20;57,1 %;3,4;6;10;6;0;6;1;2;4;Assez bien;Informatique;Général
COH2027-3924;24;66,4 %;20,5;8;11;8;1;6;2;2;1;Passable;Psychologie;Technologique
COH2027-3925;19;48,8 %;15,8;5;9;5;0;5;2;1;1;Assez bien;Gestion;Général
COH2027-3926;24;42,2 %;2,8;7;12;7;0;5;1;1;1;Assez bien;Gestion;Général
COH2027-3927;19;47,7 %;4,4;8;10;8;1;5;2;1;1;Bien;Psychologie;Technologique
COH2027-3928;20;52,6 %;6,2;7;12;11;4;7;2;;1;Bien;Informatique;Général
COH2027-3929;18;65,3 %;20,4;3;13;13;2;6;2;3;2;Passable;Lettres;Général
COH2027-3930;18;69,9 %;45,8;5;10;9;6;7;4;3;1;Bien;Lettres;Technologique
COH2027-3931;19;77,9 %;52,5;3;11;11;14;6;3;4;3;Très bien;Informatique;Général
COH2027-3932;20;36,6 %;15,8;6;8;6;2;7;3;;2;Passable;Informatique;Général
COH2027-3933;21;54,6 %;17,6;6;8;6;2;7;3;3;2;Passable;Biologie;Général
COH2027-3934;23;73,6 %;60,4;4;13;13;6;6;3;4;;;Informatique;Professionnel
COH2027-3935;18;51,7 %;18,0;7;8;8;3;6;4;2;2;Assez bien;STAPS;Général
COH2027-3936;23;53,6 %;27,4;8;9;8;3;5;2;2;1;Bien;Informatique;Technologique
COH2027-3937;22;65,9 %;30,1;6;12;10;8;7;1;4;2;Assez bien;Informatique;Général
COH2027-3938;18;62,7 %;28,9;8;10;8;4;5;3;2;3;Passable;Informatique;Technologique
COH2027-3939;19;42,5 %;9,1;7;12;7;0;6;2;2;1;Assez bien;Mathématiques;Général
COH2027-3940;21;70,2 %;33,2;5;8;7;3;5;2;4;2;Bien;Informatique;Général
COH2027-3941;20;52,6 %;6,2;7;12;11;4;7;2;;1;Bien;Informatique;Général
COH2027-3942;24;32,1 %;10,2;6;10;6;0;5;1;2;1;Passable;Droit;Général
COH2027-3943;20;59,2 %;40,9;3;8;5;2;6;2;2;3;Assez bien;Droit;Professionnel
COH2027-3944;20;59,6 %;16,0;7;10;7;2;7;1;1;2;Passable;Informatique;Professionnel
COH2027-3945;20;65,9 %;30,4;3;13;12;8;6;3;2;4;Passable;Informatique;Général
COH2027-3946;18;52,2 %;16,2;6;10;8;3;5;2;1;2;Très bien;Informatique;Général
COH2027-3947;21;40,1 %;12,8;6;10;6;0;5;;1;1;Bien;STAPS;Général
COH2027-3948;20;76,6 %;41,5;5;11;11;6;7;4;4;4;Assez bien;Informatique;Général
COH2027-3949;18;60,3 %;34,8;4;11;11;3;6;1;3;;Passable;Gestion;Technologique
COH2027-3950;25;60,3 %;35,0;5;13;11;2;7;4;2;1;Passable;STAPS;Général
COH2027-3951;21;57,9 %;22,2;10;13;12;1;7;3;3;2;Assez bien;Biologie;Professionnel
COH2027-3952;18;77,6 %;21,4;5;10;9;3;6;3;;2;Passable;Informatique;Technologique
COH2027-3953;20;64,6 %;12,8;6;8;6;0;6;2;2;3;Assez bien;Biologie;Général
COH2027-3954;22;79,3 %;42,5;7;10;9;7;7;4;2;3;Bien;Lettres;Général
COH2027-3955;19;47,1 %;11,8;5;12;5;0;6;1;2;2;Passable;STAPS;Technologique
COH2027-3956;24;51,5 %;31,8;5;10;8;3;6;2;1;4;Bien;Informatique;Général
COH2027-3957;20;67,6 %;18,9;6;11;11;2;6;4;3;1;Passable;Gestion;Général
COH2027-3958;19;60,4 %;39,0;5;12;9;4;5;2;2;2;Assez bien;Informatique;Général
COH2027-3959;19;61,0 %;12,2;6;9;6;1;6;1;1;2;Assez bien;Mathématiques;Général
COH2027-3960;21;58,0 %;6,8;7;13;12;1;6;3;3;1;Bien;Droit;Général
COH2027-3961;19;77,3 %;44,0;6;13;12;4;5;4;4;4;Assez bien;Informatique;Technologique
COH2027-3962;19;64,1 %;25,8;7;13;13;3;5;4;4;3;Assez bien;Informatique;Général
COH2027-3963;20;67,6 %;18,9;6;11;11;2;6;4;3;1;Passable;Informatique;Général
COH2027-3964;22;69,7 %;26,2;5;12;12;6;6;4;4;4;Passable;Informatique;Général
COH2027-3965;21;44,3 %;15,2;5;9;5;0;6;1;1;1;Passable;Biologie;Technologique
COH2027-3966;21;63,0 %;32,5;10;10;10;2;6;2;3;;Passable;Informatique;Général
COH2027-3967;19;50,6 %;5,7;6;12;6;0;6;2;2;1;Bien;Informatique;Général
COH2027-3968;20;39,6 %;14,7;5;10;5;0;7;3;4;1;Bien;Gestion;Général
COH2027-3969;18;66,1 %;22,4;3;8;8;8;6;3;2;;Très bien;Informatique;Général
COH2027-3970;19;56,8 %;3,6;10;13;10;0;5;1;2;1;Assez bien;STAPS;Professionnel
COH2027-3971;22;64,2 %;29,1;6;12;10;5;5;2;2;1;Bien;Informatique;Général
COH2027-3972;18;65,6 %;20,3;6;10;8;1;7;2;;3;Bien;Gestion;Général
COH2027-3973;17;52,0 %;12,2;7;13;12;4;5;2;2;1;Assez bien;Biologie;Technologique
COH2027-3974;21;74,7 %;44,0;4;13;12;9;5;4;4;4;Assez bien;Informatique;Général
COH2027-3975;18;52,0 %;18,7;7;11;10;2;6;2;1;1;Passable;Informatique;Technologique
COH2027-3976;17;78,9 %;21,9;7;9;8;2;5;3;3;2;Assez bien;Psychologie;Technologique
COH2027-3977;20;49,7 %;12,8;8;11;10;4;5;2;2;;Assez bien;Droit;Général
COH2027-3978;26;50,2 %;18,3;8;11;8;1;7;1;1;3;Assez bien;Psychologie;Général
COH2027-3979;20;44,5 %;15,2;9;12;10;1;5;2;1;1;Bien;Informatique;Technologique
COH2027-3980;23;78,4 %;22,6;5;10;10;7;5;4;2;4;Assez bien;Lettres;Général
COH2027-3981;21;66,1 %;15,2;4;8;8;6;6;3;2;;Assez bien;Informatique;Professionnel
COH2027-3982;18;67,0 %;18,4;10;13;11;3;7;3;3;1;;Lettres;Général
COH2027-3983;21;44,7 %;30,1;4;12;10;5;5;2;3;1;Bien;Biologie;Général
COH2027-3984;22;55,5 %;16,4;3;10;9;6;6;2;4;2;Bien;Informatique;Général
COH2027-3985;24;46,3 %;5,8;5;11;8;0;5;3;2;2;Assez bien;Informatique;Général
COH2027-3986;18;69,2 %;38,7;8;10;9;4;5;;2;;Assez bien;Biologie;Technologique
COH2027-3987;19;62,9 %;13,3;6;10;9;0;6;2;2;3;Passable;Biologie;Professionnel
COH2027-3988;19;73,1 %;39,3;6;12;11;6;6;1;2;2;Très bien;Informatique;Général
COH2027-3989;21;58,3 %;21,4;6;9;8;2;6;3;4;2;Assez bien;Gestion;Technologique
COH2027-3990;19;52,1 %;41,0;3;12;9;4;5;1;3;2;Passable;Informatique;Général
COH2027-3991;20;71,8 %;23,6;8;12;9;4;7;3;1;4;Bien;Gestion;Général
